t,e1,e2,e3,b1,b2,b3,d1,d2,d3
0.0306666667,0.0000046313,0.0000142208,0.0000203174,0.0000490519,0.0000798491,0.0000843230,0.0040187907,0.0056316838,0.0042581025
0.0308333333,0.0000046961,0.0000143929,0.0000204955,0.0000497237,0.0000807885,0.0000850293,0.0040427854,0.0056399314,0.0042168426
0.0310000000,0.0000047609,0.0000145646,0.0000206711,0.0000503995,0.0000817291,0.0000857286,0.0040665405,0.0056473154,0.0041742051
0.0311666667,0.0000048259,0.0000147358,0.0000208442,0.0000510792,0.0000826709,0.0000864207,0.0040900518,0.0056538285,0.0041301912
0.0313333333,0.0000048909,0.0000149065,0.0000210148,0.0000517628,0.0000836137,0.0000871053,0.0041133151,0.0056594632,0.0040848026
0.0315000000,0.0000049561,0.0000150765,0.0000211826,0.0000524503,0.0000845574,0.0000877823,0.0041363263,0.0056642123,0.0040380415
0.0316666667,0.0000050213,0.0000152459,0.0000213478,0.0000531416,0.0000855018,0.0000884513,0.0041590814,0.0056680687,0.0039899104
0.0318333333,0.0000050865,0.0000154147,0.0000215102,0.0000538367,0.0000864468,0.0000891122,0.0041815762,0.0056710254,0.0039404120
0.0320000000,0.0000051518,0.0000155826,0.0000216697,0.0000545355,0.0000873921,0.0000897648,0.0042038067,0.0056730755,0.0038895497
0.0321666667,0.0000052171,0.0000157499,0.0000218264,0.0000552379,0.0000883378,0.0000904088,0.0042257688,0.0056742124,0.0038373269
0.0323333333,0.0000052824,0.0000159162,0.0000219802,0.0000559441,0.0000892835,0.0000910439,0.0042474587,0.0056744294,0.0037837478
0.0325000000,0.0000053477,0.0000160818,0.0000221310,0.0000566538,0.0000902293,0.0000916700,0.0042688722,0.0056737201,0.0037288166
0.0326666667,0.0000054130,0.0000162464,0.0000222787,0.0000573670,0.0000911748,0.0000922868,0.0042900055,0.0056720782,0.0036725382
